Figure	MajorContext	MinorContext
VI+864	['E#', 'A', 'C#', 'E']	['C#', 'F', 'A', 'C']
viio864	['F', 'B', 'D', 'F']	['D', 'G#', 'B', 'D#']
vii864	['F#', 'B', 'D', 'F']	['D#', 'G#', 'B', 'D#']
VII864	['F#', 'B', 'D#', 'F']	['D', 'G', 'B', 'D']
VII+864	['F##', 'B', 'D#', 'F']	['D#', 'G', 'B', 'D']
#io864	['G', 'C#', 'E', 'G#']	['E', 'A#', 'C#', 'E#']
#i864	['G#', 'C#', 'E', 'G#']	['E#', 'A#', 'C#', 'E#']
#I864	['G#', 'C#', 'E#', 'G#']	['E#', 'A#', 'C##', 'E#']
#I+864	['G##', 'C#', 'E#', 'G#']	['E##', 'A#', 'C##', 'E#']
#iio864	['A', 'D#', 'F#', 'A#']	['F#', 'B#', 'D#', 'F#']
#ii864	['A#', 'D#', 'F#', 'A#']	['F##', 'B#', 'D#', 'F#']
#II864	['A#', 'D#', 'F##', 'A#']	['F##', 'B#', 'D##', 'F#']
#II+864	['A##', 'D#', 'F##', 'A#']	['F###', 'B#', 'D##', 'F#']
#iiio864	['B', 'E#', 'G#', 'B#']	['G', 'C#', 'E', 'G#']
#iii864	['B#', 'E#', 'G#', 'B#']	['G#', 'C#', 'E', 'G#']
#III864	['B#', 'E#', 'G##', 'B#']	['G#', 'C#', 'E#', 'G#']
#III+864	['B##', 'E#', 'G##', 'B#']	['G##', 'C#', 'E#', 'G#']
#ivo864	['C', 'F#', 'A', 'C#']	['A', 'D#', 'F#', 'A#']
#iv864	['C#', 'F#', 'A', 'C#']	['A#', 'D#', 'F#', 'A#']
#IV864	['C#', 'F#', 'A#', 'C#']	['A#', 'D#', 'F##', 'A#']
#IV+864	['C##', 'F#', 'A#', 'C#']	['A##', 'D#', 'F##', 'A#']
#vo864	['D', 'G#', 'B', 'D#']	['B', 'E#', 'G#', 'B#']
#v864	['D#', 'G#', 'B', 'D#']	['B#', 'E#', 'G#', 'B#']
#V864	['D#', 'G#', 'B#', 'D#']	['B#', 'E#', 'G##', 'B#']
#V+864	['D##', 'G#', 'B#', 'D#']	['B##', 'E#', 'G##', 'B#']
#vio864	['E', 'A#', 'C#', 'E#']	['C#', 'F##', 'A#', 'C##']
#vi864	['E#', 'A#', 'C#', 'E#']	['C##', 'F##', 'A#', 'C##']
#VI864	['E#', 'A#', 'C##', 'E#']	['C#', 'F#', 'A#', 'C#']
#VI+864	['E##', 'A#', 'C##', 'E#']	['C##', 'F#', 'A#', 'C#']
#viio864	['F#', 'B#', 'D#', 'F#']	['D#', 'G##', 'B#', 'D##']
#vii864	['F##', 'B#', 'D#', 'F#']	['D##', 'G##', 'B#', 'D##']
#VII864	['F##', 'B#', 'D##', 'F#']	['D#', 'G#', 'B#', 'D#']
#VII+864	['F###', 'B#', 'D##', 'F#']	['D##', 'G#', 'B#', 'D#']
