Figure	MajorContext	MinorContext
VI9652	['C#', 'D', 'G', 'A', 'D']	['A', 'B', 'E', 'F', 'B']
VI+9652	['C#', 'D', 'G', 'A', 'D']	['A', 'B', 'E', 'F', 'B']
viio9652	['D', 'E', 'A-', 'B', 'E']	['B', 'C#', 'F', 'G#', 'C#']
vii9652	['D', 'E', 'A', 'B', 'E']	['B', 'C#', 'F#', 'G#', 'C#']
VII9652	['D#', 'E', 'A', 'B', 'E']	['B', 'C', 'F', 'G', 'C']
VII+9652	['D#', 'E', 'A', 'B', 'E']	['B', 'C', 'F', 'G', 'C']
#io9652	['E', 'F#', 'B-', 'C#', 'F#']	['C#', 'D#', 'G', 'A#', 'D#']
#i9652	['E', 'F#', 'B#', 'C#', 'F#']	['C#', 'D#', 'G#', 'A#', 'D#']
#I9652	['E#', 'F#', 'B#', 'C#', 'F#']	['C##', 'D#', 'G#', 'A#', 'D#']
#I+9652	['E#', 'F#', 'B#', 'C#', 'F#']	['C##', 'D#', 'G#', 'A#', 'D#']
#iio9652	['F#', 'G#', 'C', 'D#', 'G#']	['D#', 'E#', 'A', 'B#', 'E#']
#ii9652	['F#', 'G#', 'C#', 'D#', 'G#']	['D#', 'E#', 'A#', 'B#', 'E#']
#II9652	['F##', 'G#', 'C#', 'D#', 'G#']	['D##', 'E#', 'A#', 'B#', 'E#']
#II+9652	['F##', 'G#', 'C#', 'D#', 'G#']	['D##', 'E#', 'A#', 'B#', 'E#']
#iiio9652	['G#', 'A#', 'D', 'E#', 'A#']	['E', 'F#', 'B-', 'C#', 'F#']
#iii9652	['G#', 'A#', 'D#', 'E#', 'A#']	['E', 'F#', 'B#', 'C#', 'F#']
#III9652	['G##', 'A#', 'D#', 'E#', 'A#']	['E#', 'F#', 'B#', 'C#', 'F#']
#III+9652	['G##', 'A#', 'D#', 'E#', 'A#']	['E#', 'F#', 'B#', 'C#', 'F#']
#ivo9652	['A', 'B#', 'E-', 'F#', 'B#']	['F#', 'G#', 'C', 'D#', 'G#']
#iv9652	['A', 'B#', 'E#', 'F#', 'B#']	['F#', 'G#', 'C#', 'D#', 'G#']
#IV9652	['A#', 'B#', 'E#', 'F#', 'B#']	['F##', 'G#', 'C#', 'D#', 'G#']
#IV+9652	['A#', 'B#', 'E#', 'F#', 'B#']	['F##', 'G#', 'C#', 'D#', 'G#']
#vo9652	['B', 'C#', 'F', 'G#', 'C#']	['G#', 'A#', 'D', 'E#', 'A#']
#v9652	['B', 'C#', 'F#', 'G#', 'C#']	['G#', 'A#', 'D#', 'E#', 'A#']
#V9652	['B#', 'C#', 'F#', 'G#', 'C#']	['G##', 'A#', 'D#', 'E#', 'A#']
#V+9652	['B#', 'C#', 'F#', 'G#', 'C#']	['G##', 'A#', 'D#', 'E#', 'A#']
#vio9652	['C#', 'D#', 'G', 'A#', 'D#']	['A#', 'B##', 'E', 'F##', 'B##']
#vi9652	['C#', 'D#', 'G#', 'A#', 'D#']	['A#', 'B##', 'E##', 'F##', 'B##']
#VI9652	['C##', 'D#', 'G#', 'A#', 'D#']	['A#', 'B#', 'E#', 'F#', 'B#']
#VI+9652	['C##', 'D#', 'G#', 'A#', 'D#']	['A#', 'B#', 'E#', 'F#', 'B#']
#viio9652	['D#', 'E#', 'A', 'B#', 'E#']	['B#', 'C##', 'F#', 'G##', 'C##']
#vii9652	['D#', 'E#', 'A#', 'B#', 'E#']	['B#', 'C##', 'F##', 'G##', 'C##']
#VII9652	['D##', 'E#', 'A#', 'B#', 'E#']	['B#', 'C#', 'F#', 'G#', 'C#']
#VII+9652	['D##', 'E#', 'A#', 'B#', 'E#']	['B#', 'C#', 'F#', 'G#', 'C#']
