0,3.0,F,1,M,0
3.0,4.5,F,4,M,0
4.5,9.0,F,1,M,0
9.0,10.5,F,5,D7,0
10.5,12.0,F,1,M,0
12.0,12.5,F,5,D7,1
12.5,13.5,F,5/6,D7,1
13.5,14.5,F,6,m,0
14.5,15.0,F,1,m,0
15.0,16.5,F,5/6,D7,0
16.5,17.5,F,6,m,0
17.5,18.0,F,1,m,0
18.0,19.5,F,5,D7,1
19.5,21.0,F,1,M,0
21.0,22.5,F,5,D7,3
22.5,24.0,F,1,M,1
24.0,25.0,F,5,D7,2
25.0,25.5,F,5,D7,0
25.5,27.0,F,7/2,d7,0
27.0,27.5,F,5/2,d7,0
27.5,28.5,F,5/2,D7,1
28.5,30.0,F,2,m,0
30.0,31.5,F,5,D7,1
31.5,34.0,F,1,M,0
34.0,34.5,F,5,D7,0
34.5,40.5,F,1,M,0
40.5,42.0,F,4,M,0
42.0,46.5,F,1,M,0
46.5,48.0,F,5,D7,0
48.0,49.5,F,1,M,0
49.5,50.0,F,5,D7,1
50.0,51.0,F,5/6,D7,1
51.0,52.0,F,6,m,0
52.0,52.5,F,1,m,0
52.5,54.0,F,5/6,D7,0
54.0,55.5,F,6,m,0
55.5,57.0,F,5,D7,1
57.0,58.5,F,1,M,0
58.5,60.0,F,5,D7,3
60.0,63.0,F,1,M,1
63.0,65.5,F,5/4,D7,1
65.5,69.0,F,4,M,0
69.0,70.5,F,1,M,2
70.5,71.0,F,5,M,1
71.0,71.5,F,5,D7,1
71.5,72.0,F,5,D7,0
72.0,73.5,F,1,M,0
